index,input_url,scanner_input,result,score,description,error
881,https://www.evernote.com,https://www.evernote.com,SAFE,4,4% safe,
882,https://www.gizmodo.com,https://www.gizmodo.com,SAFE,4,4% safe,
883,https://www.billdesk.com,https://www.billdesk.com,SAFE,4,4% safe,
884,https://www.spiegel.de,https://www.spiegel.de,SAFE,4,4% safe,
885,https://www.hotstar.com,https://www.hotstar.com,SAFE,4,4% safe,
886,https://www.asus.com,https://www.asus.com,SAFE,4,4% safe,
887,https://www.digitaldsp.com,https://www.digitaldsp.com,SAFE,4,4% safe,
888,https://www.dictionary.com,https://www.dictionary.com,SAFE,4,4% safe,
889,https://www.pikabu.ru,https://www.pikabu.ru,SAFE,4,4% safe,
890,https://www.k618.cn,https://www.k618.cn,SAFE,4,4% safe,
891,https://www.jrj.com.cn,https://www.jrj.com.cn,SAFE,4,4% safe,
892,https://www.discogs.com,https://www.discogs.com,SAFE,4,4% safe,
893,https://www.citi.com,https://www.citi.com,SAFE,4,4% safe,
894,https://www.adp.com,https://www.adp.com,SAFE,4,4% safe,
895,https://www.thepennyhoarder.com,https://www.thepennyhoarder.com,SAFE,4,4% safe,
897,https://www.wowhead.com,https://www.wowhead.com,SAFE,4,4% safe,
898,https://www.wiktionary.org,https://www.wiktionary.org,SAFE,4,4% safe,
900,https://www.thebalance.com,https://www.thebalance.com,SAFE,4,4% safe,
901,https://www.box.com,https://www.box.com,SAFE,4,4% safe,
902,https://www.primevideo.com,https://www.primevideo.com,SAFE,4,4% safe,
903,https://www.oload.stream,https://www.oload.stream,SAFE,4,4% safe,
904,https://www.nike.com,https://www.nike.com,SAFE,4,4% safe,
905,https://www.newegg.com,https://www.newegg.com,SAFE,4,4% safe,
907,https://www.albawabhnews.com,https://www.albawabhnews.com,SAFE,4,4% safe,
908,https://www.webmd.com,https://www.webmd.com,SAFE,4,4% safe,
909,https://www.appledaily.com,https://www.appledaily.com,SAFE,9,9% safe - Looks similar to a known brand,
910,https://www.google.by,https://www.google.by,SAFE,4,4% safe,
911,https://www.olx.pl,https://www.olx.pl,SAFE,4,4% safe,
912,https://www.convert2mp3.net,https://www.convert2mp3.net,SAFE,4,4% safe,
913,https://www.goo.ne.jp,https://www.goo.ne.jp,SAFE,4,4% safe,
914,https://www.cambridge.org,https://www.cambridge.org,SAFE,4,4% safe,
915,https://www.manoramaonline.com,https://www.manoramaonline.com,SAFE,4,4% safe,
916,https://www.zoho.com,https://www.zoho.com,SAFE,4,4% safe,
917,https://www.biobiochile.cl,https://www.biobiochile.cl,SAFE,4,4% safe,
918,https://www.ptt.cc,https://www.ptt.cc,SAFE,4,4% safe,
919,https://www.xda-developers.com,https://www.xda-developers.com,SAFE,4,4% safe,
920,https://www.lifedaily.com,https://www.lifedaily.com,SAFE,4,4% safe,
921,https://www.leagueoflegends.com,https://www.leagueoflegends.com,SAFE,4,4% safe,
923,https://www.chip.de,https://www.chip.de,SAFE,4,4% safe,
924,https://www.libero.it,https://www.libero.it,SAFE,4,4% safe,
925,https://www.ibm.com,https://www.ibm.com,SAFE,4,4% safe,
926,https://www.brilio.net,https://www.brilio.net,SAFE,4,4% safe,
927,https://www.fidelity.com,https://www.fidelity.com,SAFE,4,4% safe,
928,https://www.51sole.com,https://www.51sole.com,SAFE,4,4% safe,
929,https://www.suning.com,https://www.suning.com,SAFE,4,4% safe,
930,https://www.okta.com,https://www.okta.com,SAFE,4,4% safe,
931,https://www.nfl.com,https://www.nfl.com,SAFE,4,4% safe,
932,https://www.t.me,https://www.t.me,SAFE,4,4% safe,
933,https://www.pandora.com,https://www.pandora.com,SAFE,4,4% safe,
934,https://www.cnbc.com,https://www.cnbc.com,SAFE,4,4% safe,
935,https://www.hdzog.com,https://www.hdzog.com,SAFE,4,4% safe,
936,https://www.mit.edu,https://www.mit.edu,SAFE,4,4% safe,
937,https://www.icicibank.com,https://www.icicibank.com,SUSPICIOUS,12,12% suspicious - Contains risky words,
938,https://www.list-manage.com,https://www.list-manage.com,SAFE,4,4% safe,
939,https://www.jawabkom.com,https://www.jawabkom.com,SAFE,4,4% safe,
940,https://www.nba.com,https://www.nba.com,SAFE,4,4% safe,
942,https://www.rolloid.net,https://www.rolloid.net,SAFE,4,4% safe,
943,https://www.ria.ru,https://www.ria.ru,SAFE,4,4% safe,
944,https://www.urbandictionary.com,https://www.urbandictionary.com,SAFE,4,4% safe,
945,https://www.wsj.com,https://www.wsj.com,SAFE,4,4% safe,
946,https://www.sex.com,https://www.sex.com,SAFE,4,4% safe,
947,https://www.sahibinden.com,https://www.sahibinden.com,SAFE,4,4% safe,
949,https://www.lazada.co.id,https://www.lazada.co.id,SAFE,4,4% safe,
950,https://www.themeforest.net,https://www.themeforest.net,SAFE,4,4% safe,
951,https://www.blog.jp,https://www.blog.jp,SAFE,4,4% safe,
952,https://www.springer.com,https://www.springer.com,SAFE,4,4% safe,
953,https://www.vporn.com,https://www.vporn.com,SAFE,4,4% safe,
954,https://www.cryptopia.co.nz,https://www.cryptopia.co.nz,SAFE,4,4% safe,
956,https://www.thewhizmarketing.com,https://www.thewhizmarketing.com,SAFE,4,4% safe,
957,https://www.bandcamp.com,https://www.bandcamp.com,SAFE,4,4% safe,
958,https://www.upwork.com,https://www.upwork.com,SAFE,4,4% safe,
959,https://www.kinogo.cc,https://www.kinogo.cc,SAFE,4,4% safe,
960,https://www.google.com.do,https://www.google.com.do,SAFE,4,4% safe,
961,https://www.sindonews.com,https://www.sindonews.com,SAFE,4,4% safe,
962,https://www.naukri.com,https://www.naukri.com,SAFE,4,4% safe,
963,https://www.poloniex.com,https://www.poloniex.com,SAFE,4,4% safe,
964,https://www.jianshu.com,https://www.jianshu.com,SAFE,4,4% safe,
965,https://www.namnak.com,https://www.namnak.com,SAFE,4,4% safe,
967,https://www.google.com.ly,https://www.google.com.ly,SAFE,4,4% safe,
968,https://www.shopify.com,https://www.shopify.com,SAFE,4,4% safe,
969,https://www.addthis.com,https://www.addthis.com,SAFE,4,4% safe,
970,https://www.idntimes.com,https://www.idntimes.com,SAFE,4,4% safe,
971,https://www.primosearch.com,https://www.primosearch.com,SAFE,4,4% safe,
973,https://www.drom.ru,https://www.drom.ru,SAFE,4,4% safe,
974,https://www.wattpad.com,https://www.wattpad.com,SAFE,4,4% safe,
975,https://www.linkshrink.net,https://www.linkshrink.net,SAFE,4,4% safe,
976,https://www.filehippo.com,https://www.filehippo.com,SAFE,4,4% safe,
977,https://www.tube8.com,https://www.tube8.com,SAFE,4,4% safe,
978,https://www.google.com.mm,https://www.google.com.mm,SAFE,4,4% safe,
979,https://www.theepochtimes.com,https://www.theepochtimes.com,SAFE,4,4% safe,
980,https://www.wiley.com,https://www.wiley.com,SAFE,4,4% safe,
981,https://www.ck101.com,https://www.ck101.com,SAFE,4,4% safe,
982,https://www.hubspot.com,https://www.hubspot.com,SAFE,4,4% safe,
983,https://www.hm.com,https://www.hm.com,SAFE,4,4% safe,
985,https://www.investing.com,https://www.investing.com,SAFE,4,4% safe,
986,https://www.lifehacker.com,https://www.lifehacker.com,SAFE,4,4% safe,
987,https://www.weblio.jp,https://www.weblio.jp,SAFE,4,4% safe,
988,https://www.yourporn.sexy,https://www.yourporn.sexy,SAFE,4,4% safe,
990,https://www.investopedia.com,https://www.investopedia.com,SAFE,4,4% safe,
991,https://www.bild.de,https://www.bild.de,SAFE,4,4% safe,
992,https://www.humblebundle.com,https://www.humblebundle.com,SAFE,4,4% safe,
993,https://www.lapatilla.com,https://www.lapatilla.com,SAFE,4,4% safe,
994,https://www.hurriyet.com.tr,https://www.hurriyet.com.tr,SAFE,4,4% safe,
995,https://www.baike.com,https://www.baike.com,SAFE,4,4% safe,
996,https://www.elfagr.com,https://www.elfagr.com,SAFE,4,4% safe,
997,https://www.ieee.org,https://www.ieee.org,SAFE,4,4% safe,
998,https://www.engadget.com,https://www.engadget.com,SAFE,4,4% safe,
999,https://www.souq.com,https://www.souq.com,SAFE,4,4% safe,
1000,https://www.fromdoctopdf.com,https://www.fromdoctopdf.com,SAFE,4,4% safe,
