index,input_url,extracted_domain,failure_reason,message,resolved_ip
233,en.delphineleymarie.com/~projecti/us/info1.php,en.delphineleymarie.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
234,www.itc-rv.com/~projecti/us/info1.php,itc-rv.com,NONE,URL exists - DNS resolved successfully,216.137.186.156
235,www.durashieldusa.com/update/login.html,durashieldusa.com,NONE,URL exists - DNS resolved successfully,74.220.199.6
236,surreyimages.com/wp-includes/js/online.php,surreyimages.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
237,aol-mylink5.slyip.com/aol.com.personal.security.vbv.index.html.billing.verified/Online-update=Ue5qBbIUMLTMUxRXHuoiRBMC8QgHHav4pYFzembFoENcG167TH4PaServiceLogin=003/mail.aol.com/36515-1125-74gU882j5P118N/aol-6en-us/Suite.aspx/s.html,aol-mylink5.slyip.com,NONE,URL exists - DNS resolved successfully,192.64.151.235
238,travel-route-66.com/wp-content/uploads/2012/Trulia/index.htm,travel-route-66.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
239,goriga.no/tmp/paypal/paypal.Fr/94963fe30c03da0a996944e757294113/webscr.php?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117,goriga.no,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
240,www.paraising.com/~projecti/us/info1.php,paraising.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
241,www.maxbrowntattoos.com/~projecti/us/info1.php,maxbrowntattoos.com,NONE,URL exists - DNS resolved successfully,198.49.23.144
242,www.itc-marine.com/~projecti/us/info1.php,itc-marine.com,NONE,URL exists - DNS resolved successfully,216.137.186.156
243,www.orderfrombob.com/~projecti/us/info1.php,orderfrombob.com,NONE,URL exists - DNS resolved successfully,169.63.242.100
244,tinyurl.com/d4cnvjo,tinyurl.com,NONE,URL exists - DNS resolved successfully,104.17.112.233
245,remaxs.net/rem/Rema/,remaxs.net,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
246,goriga.no/tmp/paypal/paypal.Fr/94963fe30c03da0a996944e757294113/,goriga.no,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
247,rollersoft.com/account.Aol.com/login.php/confirm-login/q055e84d3gkuf4d/yaki37f8390-0005/2012/ov98Y2Vl3obF41i43.html,rollersoft.com,NONE,URL exists - DNS resolved successfully,31.177.76.32
248,rollersoft.com/account.Aol.com/login.php/confirm-login/q055e84d3gkuf4d/yaki37f8390-0005/2012/,rollersoft.com,NONE,URL exists - DNS resolved successfully,31.177.76.32
249,engrave.ro/remax/,engrave.ro,NONE,URL exists - DNS resolved successfully,104.247.81.99
250,parsunit.com//img/openImg/social_net/aol.html,parsunit.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
251,tinyurl.com/cfhjx9m,tinyurl.com,NONE,URL exists - DNS resolved successfully,104.17.112.233
252,paypai.dr-ho.org/paypal/,paypai.dr-ho.org,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
253,bigpapa1.tipido.net/,bigpapa1.tipido.net,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
254,yasuj.iastjd.ac.ir/logs/paypal.it-it.ebay.cgi-bin-webscr-cmd-login-servizi12/,yasuj.iastjd.ac.ir,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
255,yasuj.iastjd.ac.ir/logs/paypal.it-it.ebay.cgi-bin-webscr-cmd-login-servizi12/3.html,yasuj.iastjd.ac.ir,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
256,acsjobs.org/paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.45646/bd55930805da411a52436d87beb9801c/,acsjobs.org,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
257,acsjobs.org/service/limited/,acsjobs.org,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
258,porn3x.us/remax/,porn3x.us,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
259,austinrc.org/me/remax/,austinrc.org,NONE,URL exists - DNS resolved successfully,34.160.190.16
260,kos.com.au/_themes/arctic/remax/remax/index.htm,kos.com.au,NONE,URL exists - DNS resolved successfully,103.224.212.207
261,bdill.buda.org/msg/paypal/0bae1448a0e0c22b2ed2c2c13a147ff9/error_login.html,bdill.buda.org,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
262,www.maryrochon.com/~projecti/us/info1.php,maryrochon.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
263,www.itc-us.com/~projecti/us/info1.php,itc-us.com,NONE,URL exists - DNS resolved successfully,104.21.54.88
264,paypal.com.cgi-bin.webscr.login120g98.1lajm.net/paypal/paypal/run/cmd/login/cd2096b7968a859ed1f21a13f822b1f9,paypal.com.cgi-bin.webscr.login120g98.1lajm.net,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
265,paypal.com.cgi-bin.webscr.login120g98.1lajm.net/paypal/paypal/run/cmd/login/246af3ec6938c190ba0eb2368893a2bb,paypal.com.cgi-bin.webscr.login120g98.1lajm.net,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
266,johansforsif.se/dokument/Logon.php,johansforsif.se,NONE,URL exists - DNS resolved successfully,5.133.204.123
267,magazan55.com/PayPaL_servicee.fr/%40/PayPa/france/error_login.html,magazan55.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
268,animals.mizemlyaki.ru/templates/https/www.itau.com.br,animals.mizemlyaki.ru,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
269,www.denvercoloradoinfo.com/paypal.com.fr.cgi-bin.webscr.cmd.login.submit.dispatch.5885d80a13c0d.a50598f04d34b4bf5056870803/,denvercoloradoinfo.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
270,trustexpress.net/remax/,trustexpress.net,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
271,mail.aol.com.user.sign.in.verify.information.account.data.validate.ZVUWAYOKSJXYUQPOLKANHSELUDR2.debellecollection.com/help.php?check=3,mail.aol.com.user.sign.in.verify.information.account.data.validate.ZVUWAYOKSJXYUQPOLKANHSELUDR2.debellecollection.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
272,cashjobfinder.com/paypal/details.htm,cashjobfinder.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
273,tiroavolonuoto.it/fr/3/undispatch=fr5885d80a13c0db1fb6947b0aeae66fdbfb211992745955/erreur.htm,tiroavolonuoto.it,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
274,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.crazynightsprod.com/54855458214/5445d4179669456b48a05585daec6a5b/,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.crazynightsprod.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
275,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.crazynightsprod.com/54855458214,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.crazynightsprod.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
276,verifyit.byethost11.com/paypal.php,verifyit.byethost11.com,NONE,URL exists - DNS resolved successfully,185.27.134.24
277,www.eslitenet.com/d1e16242d14a2ed0856f826b9f6f4307/,eslitenet.com,NONE,URL exists - DNS resolved successfully,198.23.59.185
278,e-store.toomusik.fr/ppaypall/paypal6/paypal-loginggg/index.htm,e-store.toomusik.fr,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
279,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.crazynightsprod.com/54855458214/deb2e574f0b9cbc9b5cab5d9ca080039/,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.crazynightsprod.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
280,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.crazynightsprod.com/54855458214/,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.crazynightsprod.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
281,bigpapa1.byethost18.com/,bigpapa1.byethost18.com,NONE,URL exists - DNS resolved successfully,185.27.134.24
282,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.crazynightsprod.com/54855458214/69113fbaaa5b701fa9745fb90498df3b/,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.crazynightsprod.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
283,paypal.com-service.confirm.cgi-bin.webscr-cmd.login.submit.new-load.5885d80a13c0db1f8e263663d3faee8dcbc13c0db1f8e26load.5885d800db1f8e26load.aisp.com.br/ful,paypal.com-service.confirm.cgi-bin.webscr-cmd.login.submit.new-load.5885d80a13c0db1f8e263663d3faee8dcbc13c0db1f8e26load.5885d800db1f8e26load.aisp.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
284,tinyurl.com/c2w7vjn,tinyurl.com,NONE,URL exists - DNS resolved successfully,104.17.112.233
285,thewholetooth.com.au/tmp/logo/index.php,thewholetooth.com.au,NONE,URL exists - DNS resolved successfully,35.213.206.74
286,eyrtrrt.x10.mx/verificamex.php,eyrtrrt.x10.mx,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
287,login.paypal-com.us.6232g3b928644c0n68z454dxi2or71ix6v2ye5wyotflqgttoedpzsqcgifu.medicinachina.com.ve/,login.paypal-com.us.6232g3b928644c0n68z454dxi2or71ix6v2ye5wyotflqgttoedpzsqcgifu.medicinachina.com.ve,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
288,www.bohemian-creations.com/css/smart/smart/,bohemian-creations.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
289,paypal.com-service.confirm.cgi-bin.webscr-cmd.login.submit.new-load.5885d80a13c0db1f8e263663d3faee8dcbc13c0db1f8e26load.5885d800db1f8e26load.aisp.com.br/ful%20pay/ful%20pay/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efc39838b269647d923623f,paypal.com-service.confirm.cgi-bin.webscr-cmd.login.submit.new-load.5885d80a13c0db1f8e263663d3faee8dcbc13c0db1f8e26load.5885d800db1f8e26load.aisp.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
290,papyal.net84.net/,papyal.net84.net,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
291,infopak.org/www.paypal.it_service-security2012_confermation/it/Processing1.php,infopak.org,NONE,URL exists - DNS resolved successfully,172.67.182.223
292,wiki.webinform.hu/phpincludes/paypal.de/kunden.sicherheit/info.help/einloggen/webscr.php?cmd=_login-run&dispatch=www.paypal.com/de/cgi-bin/webscr?cmd=_login-run&dispatch=5885d80a13c0db1f8e263663d3faee8d9384d8,wiki.webinform.hu,NONE,URL exists - DNS resolved successfully,91.120.235.100
293,www.a12a.eb2a.com/paypal/paypal.html,a12a.eb2a.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
294,www.dovolenavlete.eu/wp-content/plugins/endora/Login.php,dovolenavlete.eu,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
295,strenhigh.com/images/Realtor/Realtor.html,strenhigh.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
296,prima-browsergames.com/wp-content/uploads/2012/Trulia/index.htm,prima-browsergames.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
297,paypal.com-service.confirm.cgi-bin.webscr-cmd.login.submit.new-load.5885d80a13c0db1f8e263663d3faee8dcbc13c0db1f8e26load.5885d800db1f8e2.aisp.com.br/full%20pay/ful%20pay/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efc187fa7a7802,paypal.com-service.confirm.cgi-bin.webscr-cmd.login.submit.new-load.5885d80a13c0db1f8e263663d3faee8dcbc13c0db1f8e26load.5885d800db1f8e2.aisp.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
298,yogaforchamps.com/wp-content/uploads/2012/Trulia/index.htm,yogaforchamps.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
299,bariskaraduman.com/wp-content/themes/ePhoto/lsaio/ds.php,bariskaraduman.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
300,www.mega-strana.com/tmp/ro/set/Paypal_Virefication/900c57b8319e30713bedace07ec09903/,mega-strana.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
301,www.lctalimentacao.com.br/~mpolvora/accounts.department.online.team/webscr.php,lctalimentacao.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
302,www.intermega.net.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,intermega.net.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
303,www.supercarango.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,supercarango.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
304,www.nossaklinica.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,nossaklinica.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
305,www.sccomputadores.tk/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,sccomputadores.tk,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
306,www.programa-de-afiliados.info/~mpolvora/accounts.department.online.team/webscr.php,programa-de-afiliados.info,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
307,www.dummyvideo.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,dummyvideo.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
308,www.greenmarketingdigital.com.br/~mpolvora/accounts.department.online.team/webscr.php,greenmarketingdigital.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
309,www.equipe3dmodelismo.com.br/~mpolvora/accounts.department.online.team/webscr.php,equipe3dmodelismo.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
310,www.dancepromenade.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,dancepromenade.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
311,www.allcapmed.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,allcapmed.com.br,NONE,URL exists - DNS resolved successfully,162.241.61.198
312,www.lubollina.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,lubollina.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
313,www.sitesid.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,sitesid.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
314,www.fortaleza87fm.com.br/~mpolvora/accounts.department.online.team/webscr.php,fortaleza87fm.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
315,www.multylane.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,multylane.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
316,www.gamerdepc.net/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,gamerdepc.net,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
317,www.squadronsuicida.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,squadronsuicida.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
318,www.wtondossantos.net/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,wtondossantos.net,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
319,www.ciacircunstancia.com.br/~mpolvora/accounts.department.online.team/webscr.php,ciacircunstancia.com.br,NONE,URL exists - DNS resolved successfully,192.185.177.95
320,www.setangola.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,setangola.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
321,mail.flyecia.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,mail.flyecia.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
322,www.ramel.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,ramel.com.br,NONE,URL exists - DNS resolved successfully,186.202.153.83
323,www.paraguassufm.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,paraguassufm.com.br,NONE,URL exists - DNS resolved successfully,157.254.54.82
324,www.etcvisual.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,etcvisual.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
325,www.megadeth.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,megadeth.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
326,www.useatitude.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,useatitude.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
327,www.lojadajosi.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,lojadajosi.com,NONE,URL exists - DNS resolved successfully,2.57.91.92
328,www.rossinimedeiros.com.br/~mpolvora/accounts.department.online.team/webscr.php,rossinimedeiros.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
329,www.genomicaaplicada.com.br/~mpolvora/accounts.department.online.team/webscr.php,genomicaaplicada.com.br,NONE,URL exists - DNS resolved successfully,191.252.136.173
330,www.clicbetim.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,clicbetim.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
331,altovolta.gastto.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,altovolta.gastto.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
332,www.portalouvor.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,portalouvor.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
333,porto.uniaomaker.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,porto.uniaomaker.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
334,www.vendalogo.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,vendalogo.com.br,NONE,URL exists - DNS resolved successfully,185.202.223.65
335,loja.planetaimports.net/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,loja.planetaimports.net,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
336,www.comunicarconsultoria.com.br/~mpolvora/accounts.department.online.team/webscr.php,comunicarconsultoria.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
337,www.pairicoinvestimentos.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,pairicoinvestimentos.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
338,www.radioeject.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,radioeject.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
339,www.webitu.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,webitu.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
340,www.quaquaraquaqua.com.br/~mpolvora/accounts.department.online.team/webscr.php,quaquaraquaqua.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
341,www.wellingtondossantos.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,wellingtondossantos.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
342,www.farmaciaformulaideal.com.br/~mpolvora/accounts.department.online.team/webscr.php,farmaciaformulaideal.com.br,NONE,URL exists - DNS resolved successfully,187.45.193.167
343,www.osomdaturminha.com.br/~mpolvora/accounts.department.online.team/webscr.php,osomdaturminha.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
344,www.spindy300.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,spindy300.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
345,www.centralatacadista.com.br/~mpolvora/accounts.department.online.team/webscr.php,centralatacadista.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
346,www.grupoflorescerce.com.br/~mpolvora/accounts.department.online.team/webscr.php,grupoflorescerce.com.br,NONE,URL exists - DNS resolved successfully,191.6.211.17
347,www.tritonconsultoria.com.br/~mpolvora/accounts.department.online.team/webscr.php,tritonconsultoria.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
348,claudiomatta.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,claudiomatta.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
349,arstefanello.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,arstefanello.com.br,NONE,URL exists - DNS resolved successfully,200.160.2.95
350,www.sysv.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,sysv.com.br,NONE,URL exists - DNS resolved successfully,104.21.91.249
351,www.casadocirurgiao.com.br/~mpolvora/accounts.department.online.team/webscr.php,casadocirurgiao.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
352,www.megadethworld.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,megadethworld.com,NONE,URL exists - DNS resolved successfully,147.79.69.58
353,www.kitquiosque.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,kitquiosque.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
354,www.escolavirtualdeartes.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,escolavirtualdeartes.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
355,enformafitness.a4pe.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,enformafitness.a4pe.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
356,www.smpilchas.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,smpilchas.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
357,www.julianorodrigues.com.br/~mpolvora/accounts.department.online.team/webscr.php,julianorodrigues.com.br,NONE,URL exists - DNS resolved successfully,52.6.83.27
358,www.estudio11.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,estudio11.com.br,NONE,URL exists - DNS resolved successfully,104.21.23.20
359,www.multclips.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,multclips.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
360,www.importanobre.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,importanobre.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
361,www.serjetmotos.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,serjetmotos.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
362,www.portalapui.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,portalapui.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
363,www.rebekkamartins.com.br/~mpolvora/accounts.department.online.team/webscr.php,rebekkamartins.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
